video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-comics-line_webtoon-scenario1-video,15,463,485,518,518,423,972
popular_study-comics-line_webtoon-scenario1-video,16,519,529,578,583,216,1428
popular_study-comics-line_webtoon-scenario1-video,17,584,601,609,612,302,444
popular_study-comics-line_webtoon-scenario1-video,18,613,628,636,652,319,517
popular_study-comics-line_webtoon-scenario2-video,1,1,4,52,53,55,1716
popular_study-comics-line_webtoon-scenario2-video,2,54,66,74,101,260,433
popular_study-comics-line_webtoon-scenario2-video,3,102,105,160,160,111,1332
popular_study-comics-line_webtoon-scenario2-video,4,161,176,183,211,337,498
popular_study-comics-line_webtoon-scenario2-video,5,212,231,240,246,332,495
popular_study-comics-line_webtoon-scenario2-video,6,247,253,300,304,147,1190
popular_study-comics-line_webtoon-scenario2-video,7,305,324,346,347,417,833
popular_study-comics-line_webtoon-scenario2-video,8,348,367,381,382,317,567
popular_study-comics-line_webtoon-scenario2-video,9,383,386,410,411,85,499
popular_study-comics-line_webtoon-scenario2-video,10,412,415,456,456,71,751
popular_study-comics-line_webtoon-scenario2-video,11,457,461,485,503,66,471
popular_study-comics-line_webtoon-scenario2-video,12,504,520,558,558,356,2315
popular_study-comics-line_webtoon-scenario2-video,13,559,578,593,594,316,600
popular_study-comics-line_webtoon-scenario2-video,14,595,613,620,633,377,519
popular_study-comics-line_webtoon-scenario2-video,15,634,636,680,702,56,1086
popular_study-comics-line_webtoon-scenario2-video,16,703,723,733,738,335,506
popular_study-comics-line_webtoon-scenario2-video,17,739,754,760,774,329,458
popular_study-comics-line_webtoon-scenario2-video,18,775,793,801,809,306,447
popular_study-comics-line_webtoon-scenario2-video,19,810,828,836,845,299,434
popular_study-comics-line_webtoon-scenario2-video,20,846,859,901,902,213,913
popular_study-comics-mangatoon-scenario1-video,1,66,73,162,169,202,1914
popular_study-comics-mangatoon-scenario1-video,2,170,173,185,223,104,307
popular_study-comics-mangatoon-scenario1-video,3,224,229,284,286,109,1090
popular_study-comics-mangatoon-scenario1-video,4,287,290,340,358,74,905
popular_study-comics-mangatoon-scenario1-video,5,359,387,422,437,553,1272
popular_study-comics-mangatoon-scenario1-video,6,438,440,440,453,115,115
popular_study-comics-mangatoon-scenario1-video,7,454,455,455,481,82,82
popular_study-comics-mangatoon-scenario1-video,8,482,488,504,551,112,369
popular_study-comics-mangatoon-scenario1-video,9,552,555,625,645,94,1312
popular_study-comics-mangatoon-scenario1-video,10,646,651,671,740,134,495
popular_study-comics-mangatoon-scenario1-video,11,741,744,771,814,93,549
popular_study-comics-mangatoon-scenario1-video,12,815,819,852,854,124,728
popular_study-comics-mangatoon-scenario1-video,13,855,865,883,934,174,469
popular_study-comics-mangatoon-scenario1-video,14,935,948,977,977,221,781
popular_study-comics-mangatoon-scenario2-video,1,40,54,102,102,286,2028
popular_study-comics-mangatoon-scenario2-video,2,103,109,118,118,127,266
popular_study-comics-mangatoon-scenario2-video,3,119,123,125,125,159,192
popular_study-comics-mangatoon-scenario2-video,4,126,131,141,141,90,272
popular_study-comics-mangatoon-scenario2-video,5,142,144,155,155,102,302
popular_study-comics-mangatoon-scenario2-video,6,156,158,172,173,104,535
popular_study-comics-mangatoon-scenario2-video,7,174,179,185,185,124,232
popular_study-comics-mangatoon-scenario2-video,8,186,189,209,209,84,3127
popular_study-comics-mangatoon-scenario2-video,9,210,216,256,256,149,881
popular_study-comics-mangatoon-scenario2-video,10,257,278,310,324,422,1198
popular_study-comics-mangatoon-scenario2-video,11,325,327,367,371,70,1077
popular_study-comics-mangatoon-scenario2-video,12,372,375,397,411,92,507
popular_study-comics-mangatoon-scenario2-video,13,412,418,445,464,131,581
popular_study-comics-mangatoon-scenario2-video,14,465,470,593,598,140,2629
popular_study-comics-mangatoon-scenario2-video,15,599,604,622,665,91,382
popular_study-comics-mangatoon-scenario2-video,16,666,698,755,769,643,3096
popular_study-comics-mangatoon-scenario2-video,17,770,774,823,827,112,941
popular_study-comics-mangatoon-scenario2-video,18,828,830,865,867,68,695
popular_study-comics-mangatoon-scenario2-video,19,868,873,930,932,77,1026
popular_study-comics-mangatoon-scenario2-video,20,933,938,981,986,85,803
popular_study-comics-mangatoon-scenario2-video,21,987,1006,1021,1040,381,631
popular_study-comics-mangatoon-scenario2-video,22,1041,1054,1071,1089,233,519
popular_study-comics-mangatoon-scenario2-video,23,1090,1092,1092,1101,107,107
popular_study-comics-mangatoon-scenario2-video,24,1102,1107,1107,1130,113,113
popular_study-comics-mangatoon-scenario2-video,25,1131,1154,1199,1200,453,1293
popular_study-comics-mangatoon-scenario2-video,26,1201,1213,1230,1247,222,498
popular_study-comics-mangatoon-scenario2-video,27,1248,1251,1265,1287,123,379
popular_study-comics-mangatoon-scenario2-video,28,1288,1297,1328,1330,157,680
popular_study-comics-mangatoon-scenario2-video,29,1331,1336,1336,1363,161,161
popular_study-communications-firefox-scenario1-video,1,1,23,36,41,455,707
popular_study-communications-firefox-scenario1-video,2,42,44,46,52,82,127
popular_study-communications-firefox-scenario1-video,3,53,56,57,63,78,99
popular_study-communications-firefox-scenario1-video,4,64,68,69,69,117,137
popular_study-communications-firefox-scenario1-video,5,70,75,77,81,122,174
popular_study-communications-firefox-scenario1-video,6,82,86,87,95,119,141
popular_study-communications-firefox-scenario1-video,7,96,99,100,107,89,114
popular_study-communications-firefox-scenario1-video,8,108,111,112,122,91,115
popular_study-communications-firefox-scenario1-video,9,123,129,130,136,129,148
popular_study-communications-firefox-scenario1-video,10,137,141,142,150,128,156
popular_study-communications-firefox-scenario1-video,11,151,154,155,156,103,133
popular_study-communications-firefox-scenario1-video,12,157,162,163,166,134,159
popular_study-communications-firefox-scenario1-video,13,167,170,171,196,72,94
popular_study-communications-firefox-scenario1-video,14,197,203,283,283,162,1514
popular_study-communications-firefox-scenario1-video,15,284,287,357,367,84,1266
popular_study-communications-firefox-scenario1-video,16,368,373,410,413,135,763
popular_study-communications-firefox-scenario1-video,17,414,419,449,457,117,631
popular_study-communications-firefox-scenario1-video,18,458,462,480,496,111,409
popular_study-communications-firefox-scenario1-video,19,497,501,539,548,121,760
popular_study-communications-firefox-scenario1-video,20,549,565,576,577,442,627
popular_study-communications-firefox-scenario1-video,21,578,589,602,603,267,483
popular_study-communications-firefox-scenario1-video,22,604,612,624,636,140,326
popular_study-communications-firefox-scenario1-video,23,637,643,668,668,105,520
popular_study-communications-firefox-scenario2-video,1,1,9,19,20,180,396
popular_study-communications-firefox-scenario2-video,2,21,26,42,42,131,431
popular_study-communications-firefox-scenario2-video,3,43,52,58,61,177,323
popular_study-communications-firefox-scenario2-video,4,62,67,77,96,137,338
popular_study-communications-firefox-scenario2-video,5,97,103,103,116,210,210
popular_study-communications-firefox-scenario2-video,6,117,122,122,132,83,83
popular_study-communications-firefox-scenario2-video,7,133,156,167,183,926,1719
popular_study-communications-firefox-scenario2-video,8,184,196,209,223,263,482
popular_study-communications-firefox-scenario2-video,9,224,228,242,242,85,329
popular_study-communications-firefox-scenario2-video,10,243,251,262,272,177,356
popular_study-communications-firefox-scenario2-video,11,273,273,273,274,0,0
popular_study-communications-firefox-scenario2-video,12,275,276,276,287,18,18
popular_study-communications-firefox-scenario2-video,13,288,293,311,315,130,441
popular_study-communications-firefox-scenario2-video,14,316,322,322,349,109,109
popular_study-communications-firefox-scenario2-video,15,350,355,355,382,96,96
popular_study-communications-firefox-scenario2-video,16,383,385,395,398,99,266
popular_study-communications-firefox-scenario2-video,17,399,406,415,415,173,392
popular_study-communications-firefox-scenario2-video,18,416,425,435,454,211,439
popular_study-communications-firefox-scenario2-video,19,455,460,467,489,188,332
popular_study-communications-marco_polo-scenario1-video,1,58,70,84,172,245,711
popular_study-communications-marco_polo-scenario1-video,2,173,176,176,369,54,54
popular_study-communications-marco_polo-scenario1-video,3,370,373,408,555,65,1001
popular_study-communications-marco_polo-scenario1-video,4,556,563,578,625,157,489
popular_study-communications-marco_polo-scenario1-video,5,626,630,630,643,111,111
popular_study-communications-marco_polo-scenario1-video,6,644,648,648,652,129,129
popular_study-communications-marco_polo-scenario1-video,7,653,655,655,670,58,58
popular_study-communications-marco_polo-scenario1-video,8,671,674,674,709,79,79
popular_study-communications-marco_polo-scenario1-video,9,710,716,742,837,174,863
popular_study-communications-marco_polo-scenario1-video,10,838,850,859,917,240,503
popular_study-communications-marco_polo-scenario1-video,11,918,923,933,1021,168,461
popular_study-communications-marco_polo-scenario1-video,12,1022,1025,1063,1200,76,898
popular_study-communications-marco_polo-scenario1-video,13,1201,1203,1211,1341,61,247
popular_study-communications-marco_polo-scenario2-video,1,36,52,67,86,316,561
popular_study-communications-marco_polo-scenario2-video,2,87,95,104,117,199,395
popular_study-communications-marco_polo-scenario2-video,3,118,127,207,291,249,1839
popular_study-communications-marco_polo-scenario2-video,4,292,297,309,379,108,361
popular_study-communications-marco_polo-scenario2-video,5,380,383,399,399,100,591
popular_study-communications-marco_polo-scenario2-video,6,400,401,407,407,26,179
popular_study-communications-marco_polo-scenario2-video,7,408,410,412,427,68,122
popular_study-communications-marco_polo-scenario2-video,8,428,432,444,444,112,445
popular_study-communications-marco_polo-scenario2-video,9,445,449,459,459,105,380
popular_study-communications-marco_polo-scenario2-video,10,460,462,471,489,69,298
popular_study-communications-marco_polo-scenario2-video,11,490,493,495,562,86,139
popular_study-communications-marco_polo-scenario2-video,12,563,567,567,604,110,110
popular_study-communications-marco_polo-scenario2-video,13,605,612,637,676,195,888
popular_study-communications-marco_polo-scenario2-video,14,677,682,701,731,142,681
popular_study-communications-marco_polo-scenario2-video,15,732,737,744,750,122,334
popular_study-communications-marco_polo-scenario2-video,16,751,754,757,757,85,176
popular_study-communications-marco_polo-scenario2-video,17,758,763,764,768,155,184
popular_study-communications-marco_polo-scenario2-video,18,769,773,773,773,133,133
popular_study-communications-marco_polo-scenario2-video,19,774,777,782,798,103,252
popular_study-communications-marco_polo-scenario2-video,20,799,803,812,812,144,378
popular_study-communications-marco_polo-scenario2-video,21,813,819,822,829,171,264
popular_study-communications-marco_polo-scenario2-video,22,830,834,836,838,125,192
popular_study-communications-marco_polo-scenario2-video,23,839,843,844,850,103,136
popular_study-communications-marco_polo-scenario2-video,24,851,855,858,872,133,215
popular_study-communications-marco_polo-scenario2-video,25,873,877,883,883,119,289
popular_study-communications-marco_polo-scenario2-video,26,884,886,898,927,67,377
popular_study-communications-marco_polo-scenario2-video,27,928,940,973,1027,359,1387
popular_study-communications-marco_polo-scenario2-video,28,1028,1031,1045,1152,86,512
popular_study-dating-clover_dating-scenario1-video,1,1,5,32,39,119,679
popular_study-dating-clover_dating-scenario1-video,2,40,46,58,71,99,297
popular_study-dating-clover_dating-scenario1-video,3,72,88,96,105,262,396
popular_study-dating-clover_dating-scenario1-video,4,106,117,128,160,180,367
popular_study-dating-clover_dating-scenario1-video,5,161,171,196,209,164,646
popular_study-dating-clover_dating-scenario1-video,6,210,222,237,263,200,446
popular_study-dating-clover_dating-scenario1-video,7,264,280,295,303,308,601
popular_study-dating-clover_dating-scenario1-video,8,304,304,304,359,0,0
popular_study-dating-clover_dating-scenario1-video,9,360,372,381,384,209,359
popular_study-dating-clover_dating-scenario1-video,10,385,399,400,438,232,248
popular_study-dating-clover_dating-scenario1-video,11,439,443,453,454,122,286
popular_study-dating-clover_dating-scenario1-video,12,455,457,457,470,73,73
popular_study-dating-clover_dating-scenario1-video,13,471,474,524,530,76,910
popular_study-dating-clover_dating-scenario1-video,14,531,535,596,599,112,2113
popular_study-dating-clover_dating-scenario1-video,15,600,604,654,689,117,951
popular_study-dating-clover_dating-scenario1-video,16,690,690,690,740,0,0
popular_study-dating-clover_dating-scenario2-video1,1,1,7,44,44,175,894
popular_study-dating-clover_dating-scenario2-video1,2,45,52,62,76,121,288
popular_study-dating-clover_dating-scenario2-video1,3,77,93,101,111,264,399
popular_study-dating-clover_dating-scenario2-video1,4,112,122,133,165,164,350
popular_study-dating-clover_dating-scenario2-video1,5,166,179,206,213,215,785
popular_study-dating-clover_dating-scenario2-video1,6,214,219,230,267,81,263
popular_study-dating-clover_dating-scenario2-video1,7,268,278,283,301,199,287
popular_study-dating-clover_dating-scenario2-video1,8,302,314,319,333,209,291
popular_study-dating-clover_dating-scenario2-video1,9,334,337,338,349,84,99
popular_study-dating-clover_dating-scenario2-video1,10,350,352,353,364,83,100
popular_study-dating-clover_dating-scenario2-video1,11,365,367,368,379,84,101
popular_study-dating-clover_dating-scenario2-video1,12,380,385,386,395,119,148
popular_study-dating-clover_dating-scenario2-video1,13,396,400,401,410,134,149
popular_study-dating-clover_dating-scenario2-video1,14,411,414,415,424,80,97
popular_study-dating-clover_dating-scenario2-video1,15,425,427,428,437,84,102
popular_study-dating-clover_dating-scenario2-video1,16,438,443,444,458,103,122
popular_study-dating-clover_dating-scenario2-video1,17,459,463,463,481,112,112
popular_study-dating-clover_dating-scenario2-video1,18,482,484,510,526,62,522
popular_study-dating-clover_dating-scenario2-video1,19,527,532,543,547,154,374
popular_study-dating-clover_dating-scenario2-video1,20,548,561,569,573,231,363
popular_study-dating-dog_dating-scenario1-video,1,2,12,46,47,194,762
popular_study-dating-dog_dating-scenario1-video,2,48,53,87,88,88,647
popular_study-dating-dog_dating-scenario1-video,3,89,91,92,102,98,115
popular_study-dating-dog_dating-scenario1-video,4,103,105,105,118,47,47
popular_study-dating-dog_dating-scenario1-video,5,119,124,185,196,95,1147
popular_study-dating-dog_dating-scenario1-video,6,197,200,205,271,89,187
popular_study-dating-dog_dating-scenario1-video,7,272,275,275,284,105,105
popular_study-dating-dog_dating-scenario1-video,8,285,292,361,377,117,1269
popular_study-dating-dog_dating-scenario1-video,9,378,385,422,462,175,780
popular_study-dating-dog_dating-scenario1-video,10,463,469,500,517,165,727
popular_study-dating-dog_dating-scenario1-video,11,518,521,541,568,67,388
popular_study-dating-dog_dating-scenario1-video,12,569,573,615,622,82,780
